Employee ID,Tools and Software Usage,System Downtime,Technical Support Requests,Survey Responses,Engagement Activity Participation,Internal Communication Metrics,Project Completion Rates,Hours Worked,Output Quality,Task Completion Time,Training Participation,Technology Utilization,Age,Gender,Tenure,Department,Job Role, Salary ,Performance Scores,Job Satisfaction Scores,Exit Reasons,,,,,,,,,,,,
354,9,0.0000,2,4,0,4,0.67,33,7,6,FALSE,4,28,Female,13,HR,Clerk," $40,000 ",1,5,N/A,,,,,,,,,,,,
355,1,4.3710,9,7,2,8,0.55,32,5,7,FALSE,10,57,Female,24,IT,Manager," $43,453 ",2,1,Higher Salary,,,,,,,,,,,,
356,1,5.0000,6,7,2,10,0.5,30,3,7,TRUE,9,41,Female,7,IT,Manager," $40,000 ",3,8,Relocation,,,,,,,,,,,,
357,1,3.5044,1,9,0,4,0.78,47,8,9,TRUE,7,22,Female,5,HR,Executive," $40,000 ",1,8,Career Change,,,,,,,,,,,,
358,7,1.4279,4,1,1,2,0.86,44,9,7,TRUE,2,29,Male,7,IT,Clerk," $40,000 ",2,6,Personal Reasons,,,,,,,,,,,,
359,5,1.7296,7,5,1,2,0.75,37,7,10,TRUE,3,37,Female,15,Marketing,Clerk," $40,000 ",3,5,Retirement,,,,,,,,,,,,
360,6,2.2252,0,10,0,4,0.58,30,6,9,TRUE,4,35,Female,3,HR,Manager," $40,000 ",4,8,Higher Salary,,,,,,,,,,,,
361,8,0.0000,0,3,2,4,0.77,49,8,7,TRUE,4,33,Female,11,Marketing,Clerk," $40,000 ",3,3,Career Change,,,,,,,,,,,,
362,2,4.3819,2,7,1,2,0.99,43,9,6,FALSE,10,44,Female,12,IT,Manager," $40,000 ",5,3,Relocation,,,,,,,,,,,,
363,2,5.0000,2,4,0,7,0.59,33,6,5,FALSE,8,36,Male,15,HR,Clerk," $40,411 ",3,2,Retirement,,,,,,,,,,,,
364,3,4.3894,6,4,0,6,0.82,34,7,8,FALSE,10,49,Male,19,IT,Analyst," $40,000 ",5,5,Retirement,,,,,,,,,,,,
365,3,2.9979,5,1,0,3,0.79,42,8,12,TRUE,10,55,Female,17,HR,Manager," $40,000 ",2,3,Career Change,,,,,,,,,,,,
366,3,3.3409,6,1,0,8,1,44,4,7,FALSE,6,23,Male,2,IT,Manager," $40,000 ",3,3,Relocation,,,,,,,,,,,,
367,4,3.1225,3,10,1,8,0.56,35,9,7,TRUE,3,53,Male,14,Marketing,Assistant," $40,000 ",2,6,N/A,,,,,,,,,,,,
368,3,4.4864,1,2,0,1,0.5,30,6,4,TRUE,9,44,Female,11,Marketing,Clerk," $40,000 ",2,8,N/A,,,,,,,,,,,,
369,2,3.9816,1,2,0,3,0.53,48,7,13,FALSE,10,43,Female,8,IT,Clerk," $40,000 ",1,2,Higher Salary,,,,,,,,,,,,
370,9,0.5144,9,1,0,5,0.73,42,7,10,TRUE,8,46,Female,17,HR,Manager," $40,000 ",2,4,Career Change,,,,,,,,,,,,
371,6,2.0246,0,8,2,2,0.9,35,10,5,TRUE,9,43,Female,8,Finance,Analyst," $40,000 ",2,7,Higher Salary,,,,,,,,,,,,
372,3,2.9623,8,6,0,5,0.5,44,7,4,TRUE,5,43,Female,18,Marketing,Analyst," $44,476 ",3,1,N/A,,,,,,,,,,,,
373,9,0.3182,6,6,2,10,0.79,45,8,11,TRUE,3,63,Male,24,Marketing,Analyst," $47,466 ",3,1,Retirement,,,,,,,,,,,,
374,4,3.2523,9,10,0,3,0.69,45,8,7,TRUE,4,27,Female,6,Finance,Clerk," $40,000 ",4,10,Higher Salary,,,,,,,,,,,,
375,4,4.0026,2,10,2,9,0.85,39,8,9,FALSE,5,36,Female,11,IT,Assistant," $40,000 ",1,7,Relocation,,,,,,,,,,,,
376,8,0.0000,1,9,3,1,0.64,38,6,8,FALSE,9,64,Female,18,HR,Manager," $40,000 ",2,7,Personal Reasons,,,,,,,,,,,,
377,7,0.0000,2,5,0,4,0.75,38,7,3,TRUE,9,58,Male,20,IT,Executive," $40,000 ",1,1,N/A,,,,,,,,,,,,
378,7,0.0000,6,4,0,10,0.54,46,8,7,TRUE,3,54,Female,20,Sales,Assistant," $40,000 ",5,1,N/A,,,,,,,,,,,,
379,10,0.0000,4,6,0,6,1,46,4,8,FALSE,7,29,Female,9,Marketing,Executive," $40,000 ",2,4,Relocation,,,,,,,,,,,,
380,7,3.1751,2,8,1,9,0.69,46,7,7,FALSE,6,26,Female,9,Sales,Assistant," $40,000 ",1,5,Higher Salary,,,,,,,,,,,,
381,10,1.7973,8,1,1,3,0.88,41,10,8,FALSE,4,60,Male,16,Marketing,Analyst," $43,198 ",4,5,Career Change,,,,,,,,,,,,
382,5,3.0484,1,7,2,3,0.5,42,7,9,TRUE,5,25,Female,8,Marketing,Clerk," $40,000 ",4,4,Retirement,,,,,,,,,,,,
383,7,1.5548,6,8,2,5,0.59,41,6,11,FALSE,10,27,Female,8,Sales,Executive," $40,000 ",2,8,Personal Reasons,,,,,,,,,,,,
384,4,3.0958,9,9,0,7,0.81,43,7,9,FALSE,2,53,Female,13,Sales,Assistant," $40,000 ",5,7,Career Change,,,,,,,,,,,,
385,8,0.8062,5,8,0,5,0.5,39,4,10,TRUE,7,51,Male,15,IT,Clerk," $40,000 ",4,9,Career Change,,,,,,,,,,,,
386,9,1.8924,5,7,3,8,0.92,48,10,8,TRUE,4,56,Female,15,Sales,Executive," $40,000 ",4,7,Relocation,,,,,,,,,,,,
387,3,1.8926,6,3,1,5,0.5,31,3,8,FALSE,2,61,Female,16,IT,Manager," $40,000 ",5,10,Higher Salary,,,,,,,,,,,,
388,7,0.0000,5,2,0,7,0.61,33,5,5,TRUE,6,37,Female,7,IT,Assistant," $40,000 ",1,1,N/A,,,,,,,,,,,,
389,10,1.3114,1,3,0,6,1,48,6,7,FALSE,2,34,Male,10,IT,Manager," $40,000 ",4,7,N/A,,,,,,,,,,,,
390,9,2.3615,4,4,0,10,0.99,36,8,5,FALSE,10,63,Female,16,Marketing,Analyst," $40,000 ",3,1,Relocation,,,,,,,,,,,,
391,1,4.5897,2,4,1,2,0.5,44,5,3,TRUE,2,51,Female,13,Marketing,Manager," $40,000 ",4,7,Higher Salary,,,,,,,,,,,,
392,2,2.7379,8,6,0,3,0.7,44,9,10,TRUE,7,40,Female,15,Sales,Manager," $40,000 ",1,10,Relocation,,,,,,,,,,,,
393,7,1.5322,7,7,0,4,1,35,8,4,FALSE,1,38,Male,13,Marketing,Assistant," $40,000 ",1,8,N/A,,,,,,,,,,,,
394,2,3.7400,9,4,0,5,0.5,32,5,9,TRUE,7,40,Male,9,Sales,Analyst," $40,000 ",2,9,Career Change,,,,,,,,,,,,
395,7,1.9397,1,10,2,9,0.85,35,8,6,TRUE,10,49,Female,15,Marketing,Manager," $40,000 ",3,3,Retirement,,,,,,,,,,,,
396,1,4.3537,0,6,0,6,0.57,45,6,5,TRUE,5,47,Male,14,HR,Clerk," $40,000 ",1,4,Higher Salary,,,,,,,,,,,,
397,3,2.5555,3,9,1,1,0.51,31,6,3,TRUE,1,58,Male,22,HR,Executive," $48,809 ",5,4,Personal Reasons,,,,,,,,,,,,
398,5,2.0879,3,6,0,3,0.66,36,7,7,TRUE,6,47,Male,18,Sales,Manager," $40,000 ",3,9,Personal Reasons,,,,,,,,,,,,
399,6,1.4245,9,3,0,7,0.77,40,9,4,TRUE,7,44,Female,8,Marketing,Analyst," $40,000 ",3,7,Career Change,,,,,,,,,,,,
400,9,2.1632,1,1,1,8,0.77,36,8,8,TRUE,1,30,Female,11,Marketing,Manager," $40,000 ",5,3,Relocation,,,,,,,,,,,,
401,9,0.0000,6,10,2,7,0.5,33,3,3,FALSE,9,33,Male,13,IT,Executive," $40,000 ",4,10,Relocation,,,,,,,,,,,,
402,3,5.0000,2,10,1,5,0.96,49,10,8,TRUE,7,22,Male,8,Finance,Analyst," $40,000 ",5,5,N/A,,,,,,,,,,,,
403,8,0.8436,6,5,1,10,0.94,36,10,7,FALSE,1,22,Male,5,Sales,Assistant," $40,000 ",5,7,Career Change,,,,,,,,,,,,
404,4,3.1504,6,10,0,8,0.5,33,2,7,TRUE,3,55,Female,23,Finance,Analyst," $49,964 ",4,8,N/A,,,,,,,,,,,,
405,7,1.6069,0,10,2,9,1,41,6,9,FALSE,5,53,Female,17,Finance,Assistant," $40,000 ",4,1,N/A,,,,,,,,,,,,
406,6,1.1302,5,3,1,7,0.97,34,10,4,TRUE,4,46,Male,19,Sales,Analyst," $40,000 ",4,2,Personal Reasons,,,,,,,,,,,,
407,8,1.7078,3,8,2,9,0.68,48,6,8,FALSE,2,61,Male,22,Marketing,Executive," $46,236 ",4,7,N/A,,,,,,,,,,,,
408,6,2.4327,7,10,4,1,0.5,34,5,8,TRUE,1,22,Male,7,Sales,Executive," $40,000 ",4,2,N/A,,,,,,,,,,,,
409,4,4.1466,7,1,0,9,0.87,48,10,8,FALSE,4,37,Male,9,Finance,Analyst," $40,000 ",5,7,Personal Reasons,,,,,,,,,,,,
410,2,2.8778,2,2,0,3,0.5,32,4,6,TRUE,7,60,Female,17,Marketing,Manager," $40,000 ",2,9,Relocation,,,,,,,,,,,,
411,7,1.2339,3,3,0,6,0.98,40,10,8,TRUE,4,26,Male,7,HR,Executive," $40,000 ",2,2,Higher Salary,,,,,,,,,,,,
412,4,2.3628,0,3,0,8,1,36,5,9,FALSE,9,43,Female,9,Sales,Assistant," $40,000 ",1,7,Retirement,,,,,,,,,,,,
413,9,0.0000,9,8,1,3,0.73,46,6,8,FALSE,8,50,Male,16,Sales,Assistant," $40,000 ",2,4,N/A,,,,,,,,,,,,
414,9,0.0000,1,5,3,4,0.68,38,6,4,TRUE,8,24,Male,11,Marketing,Clerk," $40,000 ",2,2,Higher Salary,,,,,,,,,,,,
415,7,0.0000,6,8,1,7,0.98,38,9,5,FALSE,5,33,Male,9,HR,Assistant," $40,000 ",5,7,Personal Reasons,,,,,,,,,,,,
416,5,2.1770,6,6,1,7,0.56,39,9,8,FALSE,1,47,Male,20,HR,Clerk," $41,399 ",4,5,Higher Salary,,,,,,,,,,,,
417,3,3.3420,8,2,1,4,1,42,10,5,TRUE,9,37,Male,6,Marketing,Analyst," $40,000 ",4,1,Retirement,,,,,,,,,,,,
418,3,4.0321,9,4,0,9,0.79,44,7,7,FALSE,2,58,Female,20,IT,Analyst," $41,288 ",5,5,Higher Salary,,,,,,,,,,,,
419,9,0.0000,8,9,3,3,0.77,34,9,6,TRUE,6,43,Male,17,Sales,Analyst," $41,406 ",2,3,Higher Salary,,,,,,,,,,,,
420,9,0.0000,8,4,1,8,0.5,32,4,4,FALSE,10,50,Male,14,Sales,Manager," $40,000 ",5,7,Higher Salary,,,,,,,,,,,,
421,4,3.7294,5,5,1,8,0.7,37,8,8,TRUE,5,35,Male,9,Finance,Manager," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
422,1,3.7802,7,5,0,4,1,49,6,11,FALSE,10,49,Female,17,Marketing,Clerk," $40,000 ",4,8,Career Change,,,,,,,,,,,,
423,10,0.0000,8,10,3,7,0.5,39,1,8,TRUE,8,26,Female,9,Finance,Assistant," $40,000 ",3,5,N/A,,,,,,,,,,,,
424,5,3.6216,6,8,0,4,0.92,42,10,5,TRUE,3,51,Female,9,Finance,Assistant," $40,000 ",1,2,Personal Reasons,,,,,,,,,,,,
425,8,0.8101,3,6,1,1,0.85,32,9,6,FALSE,6,26,Female,5,HR,Analyst," $40,000 ",1,9,Retirement,,,,,,,,,,,,
426,10,0.0657,3,10,1,1,1,37,7,7,FALSE,6,33,Male,9,Sales,Executive," $40,000 ",5,8,Personal Reasons,,,,,,,,,,,,
427,4,3.0054,5,7,0,1,1,38,10,6,TRUE,10,37,Male,6,Finance,Manager," $40,000 ",2,6,Career Change,,,,,,,,,,,,
428,10,0.9527,3,6,0,2,1,41,10,8,TRUE,3,47,Male,12,HR,Manager," $40,000 ",4,10,Career Change,,,,,,,,,,,,
429,10,1.8266,6,5,1,6,0.5,40,6,8,FALSE,7,47,Female,10,Marketing,Analyst," $40,000 ",3,7,Career Change,,,,,,,,,,,,
430,4,3.7554,7,5,0,10,0.67,31,8,6,FALSE,4,42,Male,11,Finance,Manager," $40,000 ",1,9,N/A,,,,,,,,,,,,
431,9,1.3955,7,3,0,5,0.93,47,8,7,FALSE,5,60,Male,16,Sales,Analyst," $40,000 ",3,7,Career Change,,,,,,,,,,,,
432,9,0.1468,7,7,2,2,0.52,38,7,7,FALSE,9,57,Female,18,Finance,Clerk," $40,000 ",2,3,Higher Salary,,,,,,,,,,,,
433,7,1.1305,1,10,2,8,0.63,31,7,9,FALSE,6,54,Female,15,Marketing,Assistant," $40,000 ",2,6,Personal Reasons,,,,,,,,,,,,
434,10,0.0000,9,5,1,9,0.91,31,7,5,FALSE,10,51,Female,16,Finance,Executive," $40,000 ",3,7,Relocation,,,,,,,,,,,,
435,8,2.3967,1,7,0,7,0.8,32,9,8,TRUE,4,58,Male,18,Sales,Assistant," $40,000 ",4,2,Retirement,,,,,,,,,,,,
436,4,4.1196,1,2,0,9,1,45,7,9,FALSE,8,44,Male,16,HR,Assistant," $40,000 ",2,3,Career Change,,,,,,,,,,,,
437,8,1.6167,1,9,2,4,0.7,48,7,7,FALSE,9,31,Female,11,Sales,Clerk," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
438,6,1.9769,3,8,1,7,0.5,33,5,6,FALSE,10,26,Male,10,HR,Manager," $40,000 ",1,10,Career Change,,,,,,,,,,,,
439,3,3.8351,4,5,0,5,1,47,5,9,FALSE,5,57,Female,26,IT,Executive," $47,178 ",3,6,N/A,,,,,,,,,,,,
440,7,1.1894,3,2,0,5,0.71,49,8,11,TRUE,2,55,Female,17,Sales,Manager," $40,000 ",3,1,Career Change,,,,,,,,,,,,
441,3,2.5245,4,6,1,3,0.79,47,9,14,TRUE,6,52,Male,23,Sales,Assistant," $41,648 ",5,9,Career Change,,,,,,,,,,,,
442,7,2.4993,3,8,3,9,0.9,39,9,7,TRUE,8,31,Female,10,Marketing,Analyst," $40,000 ",2,5,Career Change,,,,,,,,,,,,
443,5,3.4613,6,7,2,10,0.86,40,9,5,TRUE,5,40,Female,11,Finance,Assistant," $40,000 ",4,7,Career Change,,,,,,,,,,,,
444,4,2.8646,9,8,0,5,0.93,46,9,5,FALSE,1,53,Female,14,HR,Manager," $40,000 ",4,9,Retirement,,,,,,,,,,,,
445,3,3.5820,0,4,0,6,1,49,10,8,TRUE,8,22,Male,11,HR,Assistant," $40,000 ",5,9,Personal Reasons,,,,,,,,,,,,
446,8,0.2566,0,3,0,3,0.78,45,8,6,FALSE,9,26,Female,12,Marketing,Analyst," $40,000 ",4,1,N/A,,,,,,,,,,,,
447,4,2.9924,1,7,2,10,1,49,4,10,FALSE,1,25,Female,9,Marketing,Clerk," $40,000 ",3,1,Career Change,,,,,,,,,,,,
448,8,0.0000,0,2,0,7,1,42,10,9,TRUE,8,37,Female,14,Finance,Manager," $40,000 ",5,3,Career Change,,,,,,,,,,,,
449,10,1.5879,9,5,1,9,0.73,31,8,5,TRUE,10,45,Female,9,Finance,Assistant," $40,000 ",1,6,Career Change,,,,,,,,,,,,
450,3,2.6598,9,7,1,9,0.5,31,3,7,FALSE,2,37,Female,6,Sales,Manager," $40,000 ",2,2,Career Change,,,,,,,,,,,,
451,10,0.0000,2,1,0,10,0.81,43,8,8,TRUE,4,23,Female,10,IT,Clerk," $40,000 ",2,10,Higher Salary,,,,,,,,,,,,
452,9,1.9030,5,4,0,10,0.5,33,6,10,TRUE,2,49,Female,14,Finance,Assistant," $40,000 ",2,1,Higher Salary,,,,,,,,,,,,
453,6,4.0680,9,2,0,5,0.74,46,7,10,FALSE,2,53,Male,18,Marketing,Assistant," $40,000 ",3,1,Relocation,,,,,,,,,,,,
454,5,3.6250,5,6,0,7,0.82,42,8,10,FALSE,10,48,Male,12,Finance,Manager," $40,000 ",1,5,Career Change,,,,,,,,,,,,
455,5,1.2909,0,1,0,3,0.71,33,6,3,FALSE,3,41,Female,17,HR,Manager," $40,000 ",5,4,Relocation,,,,,,,,,,,,
456,3,2.4048,5,7,0,6,0.75,32,8,4,FALSE,8,45,Male,8,IT,Analyst," $40,000 ",5,1,Retirement,,,,,,,,,,,,
457,2,4.1287,4,3,0,8,0.83,41,7,9,FALSE,4,33,Male,5,Sales,Clerk," $40,000 ",2,4,Relocation,,,,,,,,,,,,
458,6,2.3623,6,1,0,8,0.95,37,9,4,TRUE,7,56,Female,21,HR,Analyst," $44,302 ",1,3,Personal Reasons,,,,,,,,,,,,
459,1,5.0000,5,8,1,2,0.5,31,4,4,FALSE,10,54,Male,8,HR,Assistant," $40,000 ",1,2,Higher Salary,,,,,,,,,,,,
460,7,1.6874,6,7,1,6,0.68,35,5,9,FALSE,3,54,Female,17,IT,Manager," $40,000 ",1,9,Higher Salary,,,,,,,,,,,,
461,5,2.9742,1,2,1,7,0.71,39,7,6,FALSE,10,64,Female,18,Sales,Assistant," $40,000 ",4,1,Career Change,,,,,,,,,,,,
462,4,1.2901,0,7,1,7,0.75,41,8,5,TRUE,3,58,Female,15,Marketing,Assistant," $40,000 ",4,7,Career Change,,,,,,,,,,,,
463,9,1.7366,6,3,0,3,0.5,39,2,9,FALSE,2,33,Female,9,Sales,Executive," $40,000 ",2,4,Retirement,,,,,,,,,,,,
464,10,0.0000,8,9,4,9,0.75,39,8,11,FALSE,6,24,Female,4,Finance,Executive," $40,000 ",1,5,N/A,,,,,,,,,,,,
465,1,2.7429,1,8,2,2,0.94,32,9,4,TRUE,6,22,Male,11,HR,Assistant," $40,000 ",1,10,Retirement,,,,,,,,,,,,
466,4,2.2254,6,5,1,3,1,49,7,12,FALSE,1,54,Female,21,Finance,Manager," $42,997 ",5,5,Personal Reasons,,,,,,,,,,,,
467,3,4.6243,2,7,1,2,0.7,39,7,5,FALSE,7,61,Male,16,Marketing,Assistant," $40,000 ",5,1,Career Change,,,,,,,,,,,,
468,6,3.5423,5,3,0,9,0.51,38,5,7,FALSE,4,31,Female,10,Finance,Executive," $40,000 ",2,6,Career Change,,,,,,,,,,,,
469,5,2.2256,2,1,0,4,0.68,49,6,9,TRUE,3,64,Female,15,Sales,Manager," $40,000 ",1,9,Retirement,,,,,,,,,,,,
470,7,1.3495,9,1,0,2,0.72,48,6,8,TRUE,8,50,Female,18,Finance,Assistant," $40,000 ",2,2,Retirement,,,,,,,,,,,,
471,1,3.2676,4,2,0,3,0.75,43,8,10,FALSE,2,34,Male,13,Marketing,Clerk," $40,000 ",5,7,Retirement,,,,,,,,,,,,
472,5,1.9516,1,8,0,4,1,31,5,3,FALSE,9,33,Female,9,Marketing,Clerk," $40,000 ",5,6,Higher Salary,,,,,,,,,,,,
473,2,4.4848,7,1,0,10,0.5,34,1,7,FALSE,8,52,Female,15,Marketing,Assistant," $40,000 ",4,5,Relocation,,,,,,,,,,,,
474,2,4.5527,7,5,0,6,1,49,10,11,TRUE,8,23,Female,6,Sales,Manager," $40,000 ",2,4,Relocation,,,,,,,,,,,,
475,2,5.0000,6,9,2,5,0.5,37,6,8,TRUE,3,56,Female,11,Marketing,Assistant," $40,000 ",2,4,Career Change,,,,,,,,,,,,
476,9,0.3706,5,9,0,3,0.7,36,6,8,TRUE,4,44,Male,17,HR,Assistant," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
477,10,1.4044,0,2,0,10,0.55,35,5,10,TRUE,2,38,Female,9,Marketing,Executive," $40,000 ",1,4,Retirement,,,,,,,,,,,,
478,3,2.5900,7,7,0,8,0.56,40,5,7,TRUE,2,47,Male,11,Finance,Clerk," $40,000 ",4,5,Career Change,,,,,,,,,,,,
479,4,2.4108,0,1,0,8,0.68,41,8,5,TRUE,4,29,Female,8,Finance,Executive," $40,000 ",3,6,Higher Salary,,,,,,,,,,,,
480,5,1.9425,7,3,0,7,0.92,47,9,9,FALSE,6,50,Male,17,Finance,Executive," $40,000 ",3,5,Personal Reasons,,,,,,,,,,,,
481,4,4.3218,1,6,1,3,1,48,10,9,TRUE,5,47,Male,12,Sales,Assistant," $40,000 ",3,7,N/A,,,,,,,,,,,,
482,4,3.1500,7,9,0,1,0.5,39,4,3,FALSE,1,31,Female,3,Finance,Executive," $40,000 ",2,9,Higher Salary,,,,,,,,,,,,
483,5,2.8893,9,10,1,5,0.94,43,10,6,TRUE,10,47,Female,11,Sales,Clerk," $40,000 ",2,10,Career Change,,,,,,,,,,,,
484,10,0.0000,3,2,0,1,0.89,32,8,3,FALSE,1,55,Male,17,Sales,Executive," $40,000 ",5,7,Relocation,,,,,,,,,,,,
485,9,0.0000,6,7,0,6,0.93,47,10,7,TRUE,6,62,Female,25,Marketing,Clerk," $54,668 ",2,7,Retirement,,,,,,,,,,,,
486,9,1.0136,4,4,2,7,0.68,44,7,8,FALSE,3,28,Female,4,HR,Executive," $40,000 ",2,4,N/A,,,,,,,,,,,,
487,6,2.4760,7,2,0,5,0.6,35,7,6,FALSE,3,25,Female,3,Marketing,Clerk," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
488,3,2.8201,5,3,0,4,0.88,39,7,6,FALSE,7,32,Male,5,Marketing,Executive," $40,000 ",4,8,N/A,,,,,,,,,,,,
489,6,3.1295,4,6,2,2,1,41,10,5,TRUE,1,50,Female,10,Sales,Executive," $40,000 ",2,4,N/A,,,,,,,,,,,,
490,10,0.7467,0,10,0,5,0.57,36,6,7,TRUE,1,57,Female,20,Sales,Manager," $43,779 ",1,1,Higher Salary,,,,,,,,,,,,
491,4,2.9942,2,9,1,9,0.86,46,9,9,TRUE,10,46,Female,18,Finance,Clerk," $40,000 ",1,5,Career Change,,,,,,,,,,,,
492,3,2.6003,9,8,1,4,0.5,30,2,6,FALSE,3,42,Male,13,Finance,Clerk," $40,000 ",5,8,Career Change,,,,,,,,,,,,
493,6,2.9688,8,10,1,2,0.99,47,10,12,FALSE,8,57,Female,15,Marketing,Clerk," $40,000 ",4,4,N/A,,,,,,,,,,,,
494,6,0.2103,8,9,1,6,0.77,44,7,9,FALSE,1,31,Male,14,IT,Analyst," $40,000 ",1,8,Retirement,,,,,,,,,,,,
495,2,5.0000,4,4,1,8,0.92,48,10,8,TRUE,10,58,Female,17,IT,Executive," $46,336 ",4,8,Career Change,,,,,,,,,,,,
496,9,0.0000,2,4,0,2,0.71,30,7,5,TRUE,4,30,Male,12,Finance,Clerk," $40,000 ",4,3,N/A,,,,,,,,,,,,
497,8,0.0000,5,9,2,9,0.5,34,5,6,FALSE,9,45,Female,11,IT,Analyst," $40,000 ",5,9,Career Change,,,,,,,,,,,,
498,6,3.4301,4,8,1,7,0.94,44,8,10,TRUE,4,56,Female,16,Finance,Manager," $40,000 ",4,3,Retirement,,,,,,,,,,,,
499,1,5.0000,0,2,0,2,0.54,32,6,6,TRUE,10,56,Male,13,Sales,Clerk," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
500,2,3.2801,1,8,2,5,0.68,30,6,2,TRUE,8,57,Male,18,Marketing,Clerk," $43,399 ",4,2,N/A,,,,,,,,,,,,
501,4,3.3774,4,1,0,5,0.94,37,8,6,TRUE,7,39,Male,12,HR,Analyst," $40,000 ",5,6,Relocation,,,,,,,,,,,,
502,7,2.5069,8,9,2,7,0.86,41,9,8,FALSE,3,60,Female,15,Marketing,Executive," $40,000 ",5,10,Relocation,,,,,,,,,,,,
503,9,0.0000,3,9,1,5,0.74,48,8,12,TRUE,7,53,Female,13,Finance,Manager," $40,000 ",5,2,N/A,,,,,,,,,,,,
504,10,1.1939,8,8,1,6,1,41,10,6,TRUE,7,45,Female,18,Finance,Clerk," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
505,5,3.2269,2,5,0,9,0.72,42,9,5,FALSE,10,44,Female,19,Marketing,Executive," $40,516 ",2,1,Personal Reasons,,,,,,,,,,,,
506,10,0.6084,0,5,1,3,0.84,30,8,6,FALSE,3,53,Male,15,Finance,Manager," $40,000 ",1,1,Higher Salary,,,,,,,,,,,,
507,2,5.0000,5,3,0,3,0.84,48,10,11,TRUE,2,58,Female,17,IT,Assistant," $40,000 ",3,5,Relocation,,,,,,,,,,,,
508,1,4.4086,9,5,1,8,0.82,35,7,6,TRUE,9,33,Female,11,IT,Assistant," $40,000 ",2,10,Retirement,,,,,,,,,,,,
509,10,0.9116,6,4,0,10,0.67,37,7,12,TRUE,1,34,Female,10,Finance,Manager," $40,000 ",4,9,N/A,,,,,,,,,,,,
510,1,3.6895,3,1,0,6,0.5,33,5,10,TRUE,7,44,Female,8,Finance,Analyst," $40,000 ",5,8,Career Change,,,,,,,,,,,,
511,5,1.5587,9,9,2,10,0.73,34,8,6,FALSE,4,46,Female,15,IT,Manager," $40,000 ",3,3,Relocation,,,,,,,,,,,,
512,7,1.2683,4,10,2,3,0.54,36,7,7,FALSE,2,56,Female,10,Finance,Manager," $40,000 ",2,3,Personal Reasons,,,,,,,,,,,,
513,9,0.2570,3,4,0,2,0.73,33,6,9,FALSE,2,62,Female,16,Finance,Analyst," $40,000 ",1,1,Relocation,,,,,,,,,,,,
514,9,0.3364,2,3,0,2,0.68,49,7,9,TRUE,8,51,Male,16,Marketing,Analyst," $40,000 ",5,3,Personal Reasons,,,,,,,,,,,,
515,8,1.7004,0,6,1,2,1,33,9,4,TRUE,7,38,Female,13,HR,Executive," $40,000 ",1,1,Personal Reasons,,,,,,,,,,,,
516,1,5.0000,5,1,0,5,0.82,44,9,10,FALSE,7,41,Female,9,IT,Executive," $40,000 ",2,8,N/A,,,,,,,,,,,,
517,5,1.1768,9,5,0,5,0.5,34,4,7,TRUE,5,46,Female,12,Marketing,Analyst," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
518,6,1.2648,4,7,2,1,0.61,38,7,5,FALSE,10,43,Female,11,HR,Assistant," $40,000 ",3,5,Higher Salary,,,,,,,,,,,,
519,6,1.7939,0,2,0,2,0.5,31,5,6,FALSE,8,34,Male,9,Finance,Assistant," $40,000 ",4,9,Retirement,,,,,,,,,,,,
520,4,2.3999,4,10,2,2,0.76,36,6,6,FALSE,2,40,Male,11,Finance,Manager," $40,000 ",1,7,Relocation,,,,,,,,,,,,
521,1,4.5611,5,9,3,4,1,46,6,8,FALSE,2,57,Male,19,Marketing,Clerk," $40,000 ",3,4,Retirement,,,,,,,,,,,,
522,3,3.3151,9,6,1,7,0.65,45,8,7,FALSE,5,33,Male,8,Finance,Manager," $40,000 ",5,9,Career Change,,,,,,,,,,,,
523,10,0.0000,4,2,0,3,0.92,46,8,9,FALSE,1,62,Male,19,Sales,Manager," $40,000 ",4,9,Relocation,,,,,,,,,,,,
524,4,5.0000,0,8,0,5,1,49,4,9,FALSE,6,40,Male,13,Marketing,Clerk," $40,000 ",3,2,Retirement,,,,,,,,,,,,
525,4,2.0939,4,8,2,9,0.5,31,2,6,TRUE,4,33,Female,10,HR,Analyst," $40,000 ",1,10,Retirement,,,,,,,,,,,,
526,4,2.1657,9,1,0,5,0.63,40,7,9,FALSE,6,30,Male,8,Marketing,Assistant," $40,000 ",2,10,N/A,,,,,,,,,,,,
527,5,3.2807,0,1,0,9,0.74,31,8,6,FALSE,7,28,Male,8,IT,Manager," $40,000 ",5,6,N/A,,,,,,,,,,,,
528,9,0.0000,2,1,0,1,0.71,30,7,6,TRUE,3,49,Female,16,Marketing,Clerk," $40,000 ",1,4,Career Change,,,,,,,,,,,,
529,4,5.0000,1,4,0,9,0.74,31,8,5,FALSE,8,35,Male,13,Finance,Executive," $40,000 ",4,8,Personal Reasons,,,,,,,,,,,,
530,9,0.1470,0,4,0,5,1,38,10,9,TRUE,7,52,Female,21,Finance,Manager," $51,595 ",4,7,Relocation,,,,,,,,,,,,
